epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3082.8,0.63845,0.3325,0.83353,0.89059,0.80987,0.89186,0.61732,0.98342,0.46666,0.95541,0.000162835,0.000162835,0.000162835
181,3100.76,0.63153,0.31906,0.83872,0.9086,0.80541,0.89,0.62205,0.98179,0.4614,0.95688,0.000155761,0.000155761,0.000155761
182,3118.22,0.62141,0.32075,0.83447,0.84173,0.8167,0.88093,0.61631,0.9871,0.46411,0.9588,0.000148687,0.000148687,0.000148687
183,3135.8,0.5963,0.30871,0.83637,0.95331,0.75692,0.87312,0.60772,0.97965,0.46332,0.95882,0.000141614,0.000141614,0.000141614
184,3153.94,0.62861,0.31928,0.8426,0.92531,0.76958,0.86884,0.60445,0.98087,0.46595,0.95817,0.00013454,0.00013454,0.00013454
185,3172.17,0.59534,0.31489,0.84344,0.95069,0.78927,0.87991,0.61157,0.97605,0.46734,0.95674,0.000127467,0.000127467,0.000127467
186,3189.8,0.60797,0.31573,0.83791,0.93181,0.78115,0.8857,0.61802,0.97306,0.46465,0.95495,0.000120393,0.000120393,0.000120393
187,3206.92,0.61034,0.31449,0.83787,0.83903,0.83765,0.8743,0.606,0.9784,0.4727,0.95624,0.00011332,0.00011332,0.00011332
188,3224.41,0.61888,0.317,0.83516,0.86358,0.81522,0.88069,0.60877,0.99125,0.47464,0.96026,0.000106246,0.000106246,0.000106246
189,3242.45,0.61419,0.31883,0.83573,0.90551,0.79678,0.88684,0.60769,0.98337,0.46497,0.95662,9.91726e-05,9.91726e-05,9.91726e-05
190,3260.04,0.60357,0.30827,0.83817,0.86968,0.83971,0.87428,0.59853,0.98045,0.46176,0.95902,9.20991e-05,9.20991e-05,9.20991e-05
191,3277.33,0.59934,0.29347,0.82954,0.85435,0.82096,0.8607,0.58259,0.99394,0.47158,0.9694,8.50255e-05,8.50255e-05,8.50255e-05
192,3294.03,0.60073,0.29126,0.82791,0.87073,0.81626,0.86047,0.58397,1.00007,0.47863,0.97625,7.7952e-05,7.7952e-05,7.7952e-05
193,3311.09,0.59143,0.28541,0.82065,0.87189,0.83757,0.87398,0.59445,1.00755,0.48425,0.98002,7.08784e-05,7.08784e-05,7.08784e-05
194,3328.73,0.58818,0.28976,0.81613,0.90386,0.79997,0.87399,0.59838,1.00119,0.48712,0.98056,6.38049e-05,6.38049e-05,6.38049e-05
195,3346.05,0.57564,0.28302,0.82127,0.91053,0.79034,0.86789,0.59285,1.00354,0.48181,0.97816,5.67313e-05,5.67313e-05,5.67313e-05
196,3362.75,0.57275,0.27985,0.82148,0.91665,0.7877,0.87095,0.60036,0.99383,0.46801,0.97172,4.96578e-05,4.96578e-05,4.96578e-05
197,3379.43,0.56421,0.27728,0.82171,0.89709,0.80492,0.87219,0.60121,0.99008,0.46831,0.96639,4.25842e-05,4.25842e-05,4.25842e-05
198,3395.7,0.56144,0.27712,0.818,0.91834,0.7899,0.87066,0.59968,0.99021,0.46934,0.96619,3.55107e-05,3.55107e-05,3.55107e-05
199,3412.64,0.57724,0.27832,0.81898,0.91226,0.79178,0.87575,0.60505,0.99434,0.46901,0.96916,2.84371e-05,2.84371e-05,2.84371e-05
200,3430,0.57349,0.28248,0.8227,0.88951,0.79561,0.87042,0.60051,0.99217,0.47078,0.96816,2.13636e-05,2.13636e-05,2.13636e-05
