epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,320.199,1.10621,0.65759,0.97744,0.77511,0.66999,0.72337,0.48896,1.07495,0.68466,0.99396,0.00136958,0.00136958,0.00136958
23,334.487,1.09009,0.65444,0.96124,0.82507,0.651,0.74509,0.49216,1.11631,0.69537,1.0002,0.00136675,0.00136675,0.00136675
24,348.84,1.09507,0.64833,0.9742,0.81212,0.66398,0.73378,0.48205,1.11201,0.71731,1.00503,0.00136392,0.00136392,0.00136392
25,363.305,1.08228,0.64706,0.95341,0.79731,0.69838,0.74559,0.50217,1.03412,0.63691,0.98067,0.00136109,0.00136109,0.00136109
26,377.563,1.06765,0.6369,0.96361,0.84979,0.68026,0.7658,0.51357,1.08261,0.63517,0.98911,0.00135826,0.00135826,0.00135826
27,391.86,1.07073,0.63499,0.97027,0.83639,0.69325,0.7609,0.49024,1.08332,0.6595,0.98519,0.00135544,0.00135544,0.00135544
28,406.295,1.06868,0.62529,0.959,0.77149,0.74853,0.81621,0.55003,1.04954,0.62703,0.96797,0.00135261,0.00135261,0.00135261
29,420.915,1.04864,0.62697,0.94517,0.95247,0.70188,0.85413,0.56442,1.06965,0.6039,0.96782,0.00134978,0.00134978,0.00134978
30,435.271,1.05121,0.60474,0.94758,0.75234,0.76267,0.80149,0.54373,1.03095,0.62073,0.97519,0.00134695,0.00134695,0.00134695
31,449.738,1.0556,0.59921,0.94555,0.81571,0.69598,0.76466,0.50417,1.03647,0.66898,0.97175,0.00134412,0.00134412,0.00134412
32,464.067,1.06244,0.60355,0.94784,0.81589,0.77873,0.81026,0.52286,1.07483,0.59685,0.96903,0.00134129,0.00134129,0.00134129
33,478.27,1.04623,0.60749,0.95343,0.75312,0.75726,0.79848,0.51488,1.06658,0.6325,0.98593,0.00133846,0.00133846,0.00133846
34,492.64,1.04603,0.59886,0.94263,0.74689,0.71236,0.72737,0.49076,1.03819,0.65095,0.97479,0.00133563,0.00133563,0.00133563
35,506.827,1.04827,0.5925,0.94998,0.77313,0.76352,0.7948,0.53371,1.02861,0.59653,0.96609,0.0013328,0.0013328,0.0013328
36,521.203,1.03665,0.58569,0.95429,0.8282,0.75831,0.81784,0.54789,1.05388,0.6082,0.97417,0.00132997,0.00132997,0.00132997
37,535.618,1.02699,0.59285,0.93759,0.74883,0.62728,0.73124,0.48622,1.03961,0.67636,0.96397,0.00132714,0.00132714,0.00132714
38,549.848,1.02449,0.57318,0.93192,0.84926,0.73935,0.82471,0.56399,1.01915,0.56076,0.95162,0.00132431,0.00132431,0.00132431
39,564.231,1.01761,0.56882,0.93179,0.92394,0.74056,0.85483,0.5715,1.03146,0.56446,0.96137,0.00132148,0.00132148,0.00132148
40,578.81,1.02656,0.57374,0.94864,0.82741,0.74938,0.8034,0.53411,1.02597,0.57642,0.97394,0.00131865,0.00131865,0.00131865
41,593.19,1.00475,0.56831,0.94223,0.84087,0.64014,0.7432,0.48982,1.04452,0.63419,0.97436,0.00131582,0.00131582,0.00131582
42,607.318,0.99456,0.55913,0.93542,0.83556,0.6983,0.78379,0.54733,1.00611,0.60176,0.95239,0.00131299,0.00131299,0.00131299
43,621.452,1.00831,0.56557,0.93315,0.83684,0.7624,0.81596,0.55252,1.03361,0.57572,0.95882,0.00131016,0.00131016,0.00131016
44,635.572,1.00671,0.55897,0.93183,0.91581,0.6866,0.81381,0.55136,1.03014,0.56169,0.96659,0.00130733,0.00130733,0.00130733
45,649.86,1.00683,0.56208,0.92794,0.85757,0.66736,0.79283,0.5198,1.0045,0.58183,0.95273,0.00130451,0.00130451,0.00130451
46,664.114,0.97513,0.54309,0.92578,0.86317,0.75636,0.84065,0.57137,0.99279,0.54921,0.94979,0.00130168,0.00130168,0.00130168
47,678.292,0.9982,0.54857,0.93436,0.91933,0.74184,0.8677,0.59031,1.03115,0.5507,0.96035,0.00129885,0.00129885,0.00129885
48,692.833,1.00301,0.56995,0.93908,0.90254,0.79577,0.84956,0.56913,1.03677,0.54644,0.9689,0.00129602,0.00129602,0.00129602
49,707.155,0.99083,0.56019,0.93108,0.88968,0.74533,0.83601,0.57235,1.01857,0.54611,0.95803,0.00129319,0.00129319,0.00129319
50,721.32,0.97862,0.5402,0.92294,0.89206,0.7484,0.84077,0.56238,0.99795,0.53386,0.94726,0.00129036,0.00129036,0.00129036
51,735.466,0.97741,0.54635,0.92497,0.89079,0.73936,0.83362,0.56156,1.01377,0.5647,0.95998,0.00128753,0.00128753,0.00128753
52,749.593,0.96262,0.54733,0.92434,0.81916,0.73447,0.80228,0.53558,1.011,0.58292,0.96343,0.0012847,0.0012847,0.0012847
53,763.804,0.98252,0.54196,0.92726,0.89863,0.7113,0.81929,0.56795,0.98903,0.5929,0.95186,0.00128187,0.00128187,0.00128187
54,777.934,0.97473,0.52865,0.91812,0.7995,0.80543,0.83346,0.57498,1.02869,0.55716,0.96905,0.00127904,0.00127904,0.00127904
55,792.053,0.97176,0.52687,0.92314,0.85485,0.71922,0.81072,0.5574,1.01195,0.54792,0.96067,0.00127621,0.00127621,0.00127621
56,806.234,0.96499,0.51702,0.91609,0.93161,0.69974,0.8424,0.58059,1.01037,0.56417,0.95986,0.00127338,0.00127338,0.00127338
57,820.407,0.96041,0.53492,0.92025,0.78448,0.72814,0.78566,0.54511,0.98317,0.53675,0.95257,0.00127055,0.00127055,0.00127055
58,834.526,0.9621,0.52332,0.91818,0.89426,0.68522,0.77041,0.54309,0.97996,0.59328,0.94253,0.00126772,0.00126772,0.00126772
59,848.653,0.94868,0.5254,0.91703,0.79784,0.79725,0.83502,0.57132,1.01736,0.52234,0.96095,0.00126489,0.00126489,0.00126489
60,862.796,0.95265,0.51881,0.91218,0.82967,0.70222,0.80846,0.54494,0.99985,0.57584,0.94595,0.00126206,0.00126206,0.00126206
61,877.082,0.96745,0.54317,0.91954,0.84195,0.72687,0.79665,0.53905,1.01233,0.5682,0.95227,0.00125923,0.00125923,0.00125923
62,891.268,0.94149,0.53375,0.9163,0.83888,0.71005,0.78232,0.52764,1.02392,0.59191,0.95854,0.00125641,0.00125641,0.00125641
63,905.572,0.96401,0.53097,0.92684,0.8509,0.72468,0.8029,0.54768,1.00889,0.58708,0.95676,0.00125358,0.00125358,0.00125358
64,919.779,0.93572,0.51112,0.91366,0.74624,0.74843,0.78083,0.53215,1.01641,0.55784,0.96376,0.00125075,0.00125075,0.00125075
65,934.013,0.93973,0.50655,0.9134,0.89146,0.69907,0.81457,0.56173,0.98456,0.54702,0.93888,0.00124792,0.00124792,0.00124792
66,948.189,0.92586,0.50738,0.91254,0.77778,0.72255,0.77015,0.52272,1.02755,0.56059,0.96402,0.00124509,0.00124509,0.00124509
67,962.45,0.95114,0.5105,0.9152,0.79151,0.78931,0.83264,0.56773,1.00071,0.54399,0.94697,0.00124226,0.00124226,0.00124226
68,976.597,0.94432,0.5155,0.91952,0.85392,0.70321,0.79301,0.52688,1.02043,0.54891,0.96519,0.00123943,0.00123943,0.00123943
69,990.973,0.91025,0.48805,0.90923,0.78317,0.7234,0.80012,0.55755,0.99318,0.56202,0.94853,0.0012366,0.0012366,0.0012366
70,1005.15,0.91531,0.49322,0.90187,0.87197,0.72754,0.85719,0.58428,1.00813,0.52802,0.95655,0.00123377,0.00123377,0.00123377
71,1019.64,0.90259,0.49369,0.90566,0.85803,0.74976,0.8254,0.55506,1.00755,0.53756,0.96372,0.00123094,0.00123094,0.00123094
72,1033.92,0.93028,0.4999,0.90425,0.81048,0.67431,0.76296,0.51778,1.01347,0.5752,0.95902,0.00122811,0.00122811,0.00122811
73,1048.16,0.93118,0.52045,0.90797,0.80373,0.7823,0.82017,0.56836,1.01171,0.5515,0.96643,0.00122528,0.00122528,0.00122528
74,1062.61,0.92278,0.49998,0.90845,0.82772,0.79288,0.85,0.60622,0.9736,0.50795,0.9519,0.00122245,0.00122245,0.00122245
75,1077.05,0.92314,0.4925,0.90784,0.77923,0.81222,0.81559,0.56576,0.98599,0.52412,0.9456,0.00121962,0.00121962,0.00121962
76,1091.22,0.89275,0.4744,0.89699,0.77955,0.7083,0.77581,0.52938,0.98231,0.57277,0.94429,0.00121679,0.00121679,0.00121679
77,1105.42,0.90712,0.49264,0.90295,0.92075,0.69527,0.80739,0.54625,1.0195,0.55582,0.95402,0.00121396,0.00121396,0.00121396
78,1119.84,0.91709,0.49262,0.90721,0.85284,0.76034,0.8208,0.56931,0.99048,0.53449,0.95026,0.00121113,0.00121113,0.00121113
79,1134.24,0.90183,0.49106,0.89416,0.89457,0.71567,0.79384,0.53945,1.01652,0.54117,0.96875,0.00120831,0.00120831,0.00120831
80,1148.73,0.91824,0.49271,0.90054,0.94426,0.68412,0.82854,0.57592,1.01612,0.54181,0.95698,0.00120548,0.00120548,0.00120548
81,1163.01,0.89607,0.48255,0.89373,0.79604,0.79349,0.80991,0.55064,1.00687,0.52737,0.95141,0.00120265,0.00120265,0.00120265
82,1177.46,0.87888,0.47483,0.91143,0.82679,0.7101,0.80311,0.55304,1.0147,0.55881,0.96341,0.00119982,0.00119982,0.00119982
83,1191.69,0.88025,0.46596,0.89944,0.86057,0.76201,0.851,0.58533,0.99301,0.51631,0.94752,0.00119699,0.00119699,0.00119699
84,1205.82,0.86889,0.46237,0.8979,0.82947,0.749,0.85793,0.58812,1.00257,0.53275,0.96165,0.00119416,0.00119416,0.00119416
85,1219.96,0.88589,0.47437,0.89353,0.86334,0.72709,0.83937,0.58521,0.97159,0.50935,0.94329,0.00119133,0.00119133,0.00119133
86,1234.28,0.90388,0.46893,0.89673,0.89974,0.72975,0.83765,0.54864,1.00219,0.5192,0.94669,0.0011885,0.0011885,0.0011885
87,1248.29,0.87133,0.45676,0.8994,0.76307,0.7652,0.77775,0.53468,1.00782,0.5599,0.96301,0.00118567,0.00118567,0.00118567
88,1262.44,0.89959,0.47661,0.89703,0.81159,0.73634,0.7795,0.53432,0.97852,0.52742,0.94494,0.00118284,0.00118284,0.00118284
89,1276.84,0.88335,0.46362,0.89508,0.79998,0.80655,0.83088,0.56275,1.04889,0.53158,0.9898,0.00118001,0.00118001,0.00118001
90,1291.2,0.92171,0.49081,0.90614,0.80292,0.79696,0.84369,0.58644,0.9874,0.50248,0.9498,0.00117718,0.00117718,0.00117718
91,1305.39,0.88721,0.47136,0.89453,0.84121,0.73715,0.82958,0.55885,1.0346,0.53924,0.97312,0.00117435,0.00117435,0.00117435
92,1319.79,0.86601,0.4485,0.8909,0.82997,0.76289,0.84116,0.5721,0.99655,0.51368,0.97044,0.00117152,0.00117152,0.00117152
93,1333.94,0.86373,0.46238,0.89103,0.85077,0.74864,0.8233,0.56612,1.0301,0.53753,0.98414,0.00116869,0.00116869,0.00116869
94,1348.07,0.88043,0.46586,0.89376,0.86715,0.73366,0.83126,0.56202,1.00265,0.54015,0.95641,0.00116586,0.00116586,0.00116586
95,1362.19,0.88665,0.471,0.89948,0.80805,0.76057,0.82036,0.56105,0.98708,0.51787,0.94953,0.00116303,0.00116303,0.00116303
96,1376.37,0.86529,0.47081,0.89819,0.85533,0.7377,0.82601,0.56734,0.99851,0.53331,0.95233,0.00116021,0.00116021,0.00116021
97,1390.77,0.89772,0.4784,0.88779,0.80131,0.68953,0.76877,0.53503,0.99789,0.56748,0.95076,0.00115738,0.00115738,0.00115738
98,1404.97,0.85771,0.46135,0.88693,0.89836,0.72185,0.85118,0.60141,0.99503,0.51556,0.94626,0.00115455,0.00115455,0.00115455
99,1419.24,0.86284,0.45727,0.89741,0.85411,0.73114,0.83532,0.58116,1.0049,0.54271,0.95409,0.00115172,0.00115172,0.00115172
100,1433.39,0.87183,0.46707,0.89279,0.77056,0.77955,0.81963,0.54853,1.01263,0.57545,0.9591,0.00114889,0.00114889,0.00114889
101,1447.54,0.86774,0.45204,0.89513,0.86434,0.75597,0.86498,0.59722,1.00449,0.51299,0.94997,0.00114606,0.00114606,0.00114606
102,1461.72,0.85817,0.4483,0.89161,0.76564,0.82595,0.82016,0.56791,0.98133,0.51359,0.94423,0.00114323,0.00114323,0.00114323
103,1475.9,0.85556,0.45129,0.88378,0.85965,0.77919,0.82018,0.56161,1.00483,0.53848,0.96342,0.0011404,0.0011404,0.0011404
104,1490.03,0.86565,0.46135,0.89059,0.88078,0.78379,0.84321,0.58185,1.01343,0.51877,0.96834,0.00113757,0.00113757,0.00113757
105,1504.09,0.84064,0.44524,0.88851,0.83204,0.78109,0.8268,0.57891,1.01427,0.5221,0.95558,0.00113474,0.00113474,0.00113474
106,1518.31,0.83839,0.44777,0.88823,0.80077,0.7911,0.81824,0.57117,0.99253,0.51676,0.94987,0.00113191,0.00113191,0.00113191
107,1532.61,0.84426,0.44955,0.88081,0.93388,0.76753,0.88332,0.61194,0.9846,0.49507,0.94262,0.00112908,0.00112908,0.00112908
108,1546.89,0.85273,0.45163,0.88925,0.80988,0.79183,0.82054,0.55946,1.01432,0.52212,0.95242,0.00112625,0.00112625,0.00112625
109,1561.28,0.84746,0.44872,0.88388,0.80487,0.742,0.78633,0.53647,0.99125,0.51151,0.95011,0.00112342,0.00112342,0.00112342
110,1575.63,0.85182,0.45195,0.88615,0.91313,0.72737,0.84675,0.57807,1.00415,0.50364,0.94825,0.00112059,0.00112059,0.00112059
111,1589.96,0.83145,0.4468,0.8802,0.84749,0.77044,0.84728,0.58871,1.01556,0.50404,0.96174,0.00111776,0.00111776,0.00111776
112,1604.05,0.84919,0.44365,0.89135,0.84764,0.73542,0.81977,0.56661,1.00736,0.52008,0.95802,0.00111493,0.00111493,0.00111493
113,1618.19,0.84861,0.43803,0.8835,0.85327,0.79123,0.8301,0.57253,1.00078,0.52271,0.95511,0.0011121,0.0011121,0.0011121
114,1632.26,0.8434,0.43807,0.88634,0.84221,0.76468,0.83208,0.57433,1.01236,0.51021,0.9581,0.00110928,0.00110928,0.00110928
115,1646.36,0.84512,0.44327,0.8887,0.86241,0.78155,0.85388,0.59168,1.001,0.49592,0.95268,0.00110645,0.00110645,0.00110645
116,1660.48,0.83031,0.42943,0.87859,0.91486,0.80932,0.88744,0.62491,0.98486,0.4879,0.94648,0.00110362,0.00110362,0.00110362
117,1674.7,0.84189,0.43855,0.87932,0.88378,0.81009,0.87594,0.61153,0.98409,0.50571,0.93905,0.00110079,0.00110079,0.00110079
118,1688.82,0.82463,0.43638,0.88651,0.83229,0.75616,0.80968,0.55919,1.01943,0.50666,0.96312,0.00109796,0.00109796,0.00109796
119,1703.07,0.82402,0.43271,0.8752,0.89426,0.77277,0.85252,0.5985,0.99247,0.4852,0.95042,0.00109513,0.00109513,0.00109513
120,1717.16,0.80107,0.41797,0.88118,0.90009,0.76089,0.8322,0.58476,1.00968,0.50249,0.95485,0.0010923,0.0010923,0.0010923
121,1731.27,0.82345,0.42894,0.89092,0.94525,0.76018,0.84714,0.58823,1.00776,0.51117,0.95062,0.00108947,0.00108947,0.00108947
122,1745.64,0.82655,0.43578,0.87818,0.92481,0.72943,0.84256,0.59574,1.0082,0.51718,0.9552,0.00108664,0.00108664,0.00108664
123,1759.95,0.81088,0.42924,0.87956,0.90182,0.72813,0.82913,0.57307,1.01102,0.53985,0.95324,0.00108381,0.00108381,0.00108381
124,1774.36,0.81508,0.43243,0.87967,0.88102,0.77223,0.85142,0.59692,0.98596,0.52613,0.94354,0.00108098,0.00108098,0.00108098
125,1788.59,0.79024,0.41708,0.88003,0.87055,0.8148,0.8694,0.60858,0.99305,0.50661,0.942,0.00107815,0.00107815,0.00107815
126,1802.72,0.82888,0.42741,0.87611,0.90059,0.74066,0.83356,0.57867,0.98715,0.5266,0.9387,0.00107532,0.00107532,0.00107532
127,1817.15,0.80532,0.42088,0.87549,0.82495,0.7898,0.84234,0.58685,0.97105,0.49961,0.94531,0.00107249,0.00107249,0.00107249
128,1831.54,0.80623,0.42052,0.87508,0.83478,0.77391,0.83107,0.57963,0.98199,0.5111,0.9516,0.00106966,0.00106966,0.00106966
129,1845.91,0.82079,0.42622,0.88123,0.86278,0.78722,0.84349,0.58243,1.01651,0.53935,0.963,0.00106683,0.00106683,0.00106683
130,1859.99,0.81219,0.4195,0.87875,0.91978,0.70211,0.83718,0.58291,0.99924,0.52485,0.9509,0.001064,0.001064,0.001064
131,1874.33,0.81474,0.41747,0.86926,0.89277,0.77056,0.81499,0.56085,1.00519,0.54338,0.95365,0.00106118,0.00106118,0.00106118
132,1888.54,0.80102,0.41475,0.87322,0.82896,0.77155,0.81424,0.55668,1.02117,0.57279,0.96867,0.00105835,0.00105835,0.00105835
133,1902.81,0.82319,0.42696,0.87173,0.93575,0.72292,0.85577,0.60623,0.9872,0.49601,0.9506,0.00105552,0.00105552,0.00105552
134,1917.1,0.81311,0.42826,0.87993,0.84595,0.72921,0.82237,0.57851,0.98745,0.50051,0.94474,0.00105269,0.00105269,0.00105269
135,1931.33,0.78786,0.40872,0.87415,0.86365,0.75598,0.82028,0.56426,0.98646,0.50409,0.94739,0.00104986,0.00104986,0.00104986
136,1945.52,0.79226,0.41937,0.87793,0.86655,0.78344,0.83773,0.57826,1.01252,0.52413,0.96398,0.00104703,0.00104703,0.00104703
137,1959.67,0.79338,0.42156,0.87124,0.87923,0.74525,0.85285,0.59818,1.01301,0.50149,0.96066,0.0010442,0.0010442,0.0010442
138,1973.85,0.78445,0.4108,0.87326,0.86971,0.76093,0.84269,0.589,0.9958,0.50999,0.95689,0.00104137,0.00104137,0.00104137
139,1988.06,0.77965,0.41603,0.86505,0.86612,0.7404,0.84195,0.59182,1.00083,0.51663,0.96662,0.00103854,0.00103854,0.00103854
140,2002.38,0.78165,0.41178,0.87044,0.85905,0.76882,0.84589,0.57419,1.01681,0.5134,0.9695,0.00103571,0.00103571,0.00103571
141,2016.62,0.80821,0.41876,0.87029,0.88016,0.74213,0.83609,0.54939,1.05027,0.53212,0.98012,0.00103288,0.00103288,0.00103288
142,2030.75,0.77791,0.40808,0.87191,0.86282,0.74676,0.86065,0.59675,1.02175,0.51234,0.96537,0.00103005,0.00103005,0.00103005
143,2045.08,0.78635,0.40948,0.87373,0.80438,0.77588,0.82186,0.55949,1.00246,0.52427,0.96087,0.00102722,0.00102722,0.00102722
144,2059.33,0.76207,0.40161,0.86317,0.84047,0.74512,0.84698,0.56537,1.01235,0.51555,0.96256,0.00102439,0.00102439,0.00102439
145,2073.48,0.78204,0.40668,0.87005,0.78052,0.87208,0.85259,0.58053,0.99971,0.51678,0.95956,0.00102156,0.00102156,0.00102156
146,2087.69,0.76881,0.41307,0.86567,0.84941,0.77518,0.83822,0.5822,1.00312,0.52078,0.95661,0.00101873,0.00101873,0.00101873
147,2101.9,0.78189,0.40915,0.86379,0.81315,0.81544,0.86337,0.61077,0.99553,0.51299,0.95671,0.0010159,0.0010159,0.0010159
148,2115.96,0.78857,0.40711,0.86492,0.88318,0.80635,0.85298,0.5909,0.99287,0.51428,0.95887,0.00101308,0.00101308,0.00101308
149,2130.35,0.77026,0.4011,0.86921,0.85239,0.78365,0.8448,0.59045,0.99668,0.50295,0.95241,0.00101025,0.00101025,0.00101025
150,2144.62,0.76493,0.39232,0.86707,0.846,0.77668,0.84245,0.59227,1.00068,0.49395,0.95054,0.00100742,0.00100742,0.00100742
151,2158.95,0.7714,0.395,0.86794,0.89715,0.76195,0.84426,0.58858,0.9869,0.49669,0.94929,0.00100459,0.00100459,0.00100459
152,2173.35,0.75643,0.39668,0.85833,0.84038,0.75166,0.83762,0.59263,1.00192,0.49884,0.95347,0.00100176,0.00100176,0.00100176
153,2187.5,0.7586,0.39542,0.86432,0.84934,0.75415,0.83465,0.58504,0.98283,0.49129,0.95319,0.000998928,0.000998928,0.000998928
154,2201.63,0.74125,0.38602,0.85805,0.86102,0.756,0.82807,0.55948,1.00827,0.50088,0.95506,0.000996099,0.000996099,0.000996099
155,2215.71,0.75047,0.39589,0.86319,0.83484,0.77122,0.81335,0.54743,1.01065,0.52018,0.96142,0.000993269,0.000993269,0.000993269
156,2229.96,0.74489,0.39699,0.85774,0.86554,0.77243,0.83625,0.58117,1.00926,0.49752,0.9622,0.00099044,0.00099044,0.00099044
157,2244.1,0.75247,0.40231,0.86761,0.82922,0.79105,0.82617,0.56888,1.01195,0.51568,0.97042,0.00098761,0.00098761,0.00098761
158,2258.22,0.77468,0.4056,0.87028,0.88041,0.73553,0.8354,0.57448,1.02422,0.53374,0.97561,0.000984781,0.000984781,0.000984781
159,2272.4,0.76435,0.39937,0.86997,0.79622,0.8053,0.82611,0.57838,1.00085,0.50987,0.96106,0.000981952,0.000981952,0.000981952
160,2286.49,0.76555,0.40427,0.86559,0.89002,0.79167,0.85469,0.60223,0.99307,0.49662,0.94715,0.000979122,0.000979122,0.000979122
161,2300.78,0.77346,0.40797,0.85759,0.84073,0.76614,0.83989,0.58791,0.99404,0.50381,0.95032,0.000976293,0.000976293,0.000976293
162,2314.9,0.75676,0.3945,0.86697,0.84254,0.74934,0.82827,0.58252,0.99288,0.52893,0.95189,0.000973463,0.000973463,0.000973463
163,2329.07,0.77882,0.39526,0.86703,0.7541,0.79788,0.83758,0.5875,0.99354,0.50473,0.94669,0.000970634,0.000970634,0.000970634
164,2343.11,0.74925,0.38555,0.86502,0.77775,0.83882,0.82834,0.57318,0.99026,0.51349,0.94718,0.000967805,0.000967805,0.000967805
165,2357.27,0.73243,0.37701,0.86258,0.79696,0.78151,0.82205,0.56277,0.98491,0.49142,0.94953,0.000964975,0.000964975,0.000964975
166,2371.42,0.73242,0.38297,0.86297,0.85853,0.77391,0.85258,0.59603,0.99457,0.50135,0.95076,0.000962146,0.000962146,0.000962146
167,2385.6,0.76864,0.39848,0.85987,0.84383,0.7593,0.81844,0.56463,1.008,0.51368,0.96695,0.000959316,0.000959316,0.000959316
168,2399.78,0.75544,0.39369,0.86583,0.76505,0.77017,0.78956,0.54933,0.99212,0.55493,0.94843,0.000956487,0.000956487,0.000956487
169,2414.03,0.73879,0.38938,0.86248,0.82246,0.75725,0.80577,0.55399,0.99946,0.49272,0.94419,0.000953657,0.000953657,0.000953657
170,2428.33,0.7465,0.39521,0.86107,0.81346,0.78921,0.82991,0.5741,1.00082,0.50786,0.95378,0.000950828,0.000950828,0.000950828
171,2442.74,0.74872,0.39461,0.85952,0.79564,0.82414,0.84254,0.58499,1.00333,0.49577,0.95455,0.000947999,0.000947999,0.000947999
172,2457.01,0.73451,0.38748,0.85401,0.90003,0.74132,0.85324,0.60166,0.99716,0.49275,0.94825,0.000945169,0.000945169,0.000945169
173,2471.21,0.72353,0.37891,0.85888,0.82368,0.75819,0.83903,0.59652,1.00025,0.50512,0.95179,0.00094234,0.00094234,0.00094234
174,2485.39,0.7325,0.38429,0.86138,0.90914,0.7428,0.85837,0.59449,1.01098,0.48567,0.95928,0.00093951,0.00093951,0.00093951
175,2499.69,0.73426,0.38645,0.86509,0.8393,0.80911,0.87004,0.60246,1.02065,0.49933,0.95681,0.000936681,0.000936681,0.000936681
176,2514.06,0.73744,0.38742,0.85926,0.87225,0.72299,0.80481,0.55877,0.99358,0.52942,0.95233,0.000933851,0.000933851,0.000933851
177,2528.47,0.72311,0.37738,0.8601,0.85182,0.77683,0.8304,0.57417,1.00024,0.51004,0.95582,0.000931022,0.000931022,0.000931022
178,2542.87,0.74319,0.38813,0.85361,0.90201,0.76555,0.84255,0.58843,0.9939,0.49417,0.95611,0.000928193,0.000928193,0.000928193
179,2557.04,0.71103,0.37814,0.8508,0.84363,0.76683,0.8194,0.57534,0.99497,0.53144,0.96037,0.000925363,0.000925363,0.000925363
180,2571.18,0.73022,0.38896,0.84868,0.83941,0.77746,0.81162,0.56131,1.00152,0.50676,0.96526,0.000922534,0.000922534,0.000922534
181,2585.29,0.72834,0.37615,0.85521,0.82934,0.78834,0.80546,0.55726,1.00727,0.519,0.96521,0.000919704,0.000919704,0.000919704
182,2599.37,0.71415,0.37609,0.85074,0.86645,0.76086,0.82582,0.57797,0.98855,0.51765,0.95981,0.000916875,0.000916875,0.000916875
183,2613.71,0.69406,0.36315,0.85297,0.79337,0.84765,0.84741,0.58559,0.98874,0.49579,0.96116,0.000914046,0.000914046,0.000914046
184,2627.92,0.73912,0.3753,0.86189,0.88451,0.77769,0.86418,0.59607,0.99175,0.50623,0.96161,0.000911216,0.000911216,0.000911216
